Date as of,Start Date,End Date,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
01/27/2021,01/01/2020,01/23/2021,SD,Codington County,46029,Micropolitan,61,335
01/27/2021,01/01/2020,01/23/2021,SD,Davison County,46035,Micropolitan,51,256
01/27/2021,01/01/2020,01/23/2021,SD,Day County,46037,Noncore,17,85
01/27/2021,01/01/2020,01/23/2021,SD,Grant County,46051,Noncore,33,105
01/27/2021,01/01/2020,01/23/2021,SD,Gregory County,46053,Noncore,23,74
01/27/2021,01/01/2020,01/23/2021,SD,Hamlin County,46057,Noncore,35,98
01/27/2021,01/01/2020,01/23/2021,SD,Hughes County,46065,Micropolitan,30,200
01/27/2021,01/01/2020,01/23/2021,SD,Hutchinson County,46067,Noncore,15,101
01/27/2021,01/01/2020,01/23/2021,SD,Jerauld County,46073,Noncore,14,33
01/27/2021,01/01/2020,01/23/2021,SD,Lake County,46079,Noncore,14,77
01/27/2021,01/01/2020,01/23/2021,SD,Lawrence County,46081,Micropolitan,27,225
01/27/2021,01/01/2020,01/23/2021,SD,Lincoln County,46083,Small metro,44,305
01/27/2021,01/01/2020,01/23/2021,SD,McCook County,46087,Small metro,24,75
01/27/2021,01/01/2020,01/23/2021,SD,Meade County,46093,Small metro,27,208
01/27/2021,01/01/2020,01/23/2021,SD,Minnehaha County,46099,Small metro,588,3031
01/27/2021,01/01/2020,01/23/2021,SD,Moody County,46101,Noncore,10,61
01/27/2021,01/01/2020,01/23/2021,SD,Pennington County,46103,Small metro,159,1433
01/27/2021,01/01/2020,01/23/2021,SD,Roberts County,46109,Noncore,23,98
01/27/2021,01/01/2020,01/23/2021,SD,Spink County,46115,Noncore,22,89
01/27/2021,01/01/2020,01/23/2021,SD,Turner County,46125,Small metro,38,132
01/27/2021,01/01/2020,01/23/2021,SD,Walworth County,46129,Noncore,11,67
01/27/2021,01/01/2020,01/23/2021,SD,Yankton County,46135,Micropolitan,53,330
01/27/2021,01/01/2020,01/23/2021,TN,Anderson County,47001,Medium metro,98,1297
01/27/2021,01/01/2020,01/23/2021,TN,Bedford County,47003,Micropolitan,28,417
01/27/2021,01/01/2020,01/23/2021,TN,Blount County,47009,Medium metro,96,1572
01/27/2021,01/01/2020,01/23/2021,TN,Bradley County,47011,Small metro,78,1264
01/27/2021,01/01/2020,01/23/2021,TN,Campbell County,47013,Medium metro,19,555
01/27/2021,01/01/2020,01/23/2021,TN,Cannon County,47015,Large fringe metro,11,149
01/27/2021,01/01/2020,01/23/2021,TN,Carroll County,47017,Noncore,38,420
01/27/2021,01/01/2020,01/23/2021,TN,Carter County,47019,Small metro,73,773
01/27/2021,01/01/2020,01/23/2021,TN,Chester County,47023,Small metro,12,142
01/27/2021,01/01/2020,01/23/2021,TN,Claiborne County,47025,Noncore,15,405
01/27/2021,01/01/2020,01/23/2021,TN,Clay County,47027,Noncore,16,100
01/27/2021,01/01/2020,01/23/2021,TN,Cocke County,47029,Micropolitan,47,542
01/27/2021,01/01/2020,01/23/2021,TN,Coffee County,47031,Micropolitan,49,701
01/27/2021,01/01/2020,01/23/2021,TN,Crockett County,47033,Small metro,14,176
01/27/2021,01/01/2020,01/23/2021,TN,Cumberland County,47035,Micropolitan,49,951
01/27/2021,01/01/2020,01/23/2021,TN,Davidson County,47037,Large central metro,1185,10706
01/27/2021,01/01/2020,01/23/2021,TN,DeKalb County,47041,Noncore,14,238
01/27/2021,01/01/2020,01/23/2021,TN,Dickson County,47043,Large fringe metro,98,670
01/27/2021,01/01/2020,01/23/2021,TN,Dyer County,47045,Micropolitan,59,570
01/27/2021,01/01/2020,01/23/2021,TN,Fayette County,47047,Large fringe metro,15,289
01/27/2021,01/01/2020,01/23/2021,TN,Fentress County,47049,Noncore,11,191
01/27/2021,01/01/2020,01/23/2021,TN,Franklin County,47051,Micropolitan,37,552
01/27/2021,01/01/2020,01/23/2021,TN,Gibson County,47053,Noncore,41,663
01/27/2021,01/01/2020,01/23/2021,TN,Giles County,47055,Noncore,36,407
01/27/2021,01/01/2020,01/23/2021,TN,Grainger County,47057,Medium metro,12,231
01/27/2021,01/01/2020,01/23/2021,TN,Greene County,47059,Micropolitan,48,898
01/27/2021,01/01/2020,01/23/2021,TN,Hamblen County,47063,Small metro,84,1010
01/27/2021,01/01/2020,01/23/2021,TN,Hamilton County,47065,Medium metro,501,6257
01/27/2021,01/01/2020,01/23/2021,TN,Hardeman County,47069,Noncore,16,227
01/27/2021,01/01/2020,01/23/2021,TN,Hardin County,47071,Noncore,21,364
01/27/2021,01/01/2020,01/23/2021,TN,Hawkins County,47073,Medium metro,14,554
01/27/2021,01/01/2020,01/23/2021,TN,Henderson County,47077,Noncore,23,317
01/27/2021,01/01/2020,01/23/2021,TN,Henry County,47079,Micropolitan,28,506
01/27/2021,01/01/2020,01/23/2021,TN,Jefferson County,47089,Small metro,53,705
01/27/2021,01/01/2020,01/23/2021,TN,Johnson County,47091,Noncore,12,156
01/27/2021,01/01/2020,01/23/2021,TN,Knox County,47093,Medium metro,588,7651
01/27/2021,01/01/2020,01/23/2021,TN,Lawrence County,47099,Micropolitan,31,503
01/27/2021,01/01/2020,01/23/2021,TN,Lewis County,47101,Noncore,10,139
01/27/2021,01/01/2020,01/23/2021,TN,Lincoln County,47103,Noncore,25,407
01/27/2021,01/01/2020,01/23/2021,TN,Loudon County,47105,Medium metro,18,506
01/27/2021,01/01/2020,01/23/2021,TN,McMinn County,47107,Micropolitan,46,720
01/27/2021,01/01/2020,01/23/2021,TN,McNairy County,47109,Noncore,11,289
01/27/2021,01/01/2020,01/23/2021,TN,Madison County,47113,Small metro,447,2456
01/27/2021,01/01/2020,01/23/2021,TN,Maury County,47119,Large fringe metro,158,1399
01/27/2021,01/01/2020,01/23/2021,TN,Monroe County,47123,Noncore,26,552
01/27/2021,01/01/2020,01/23/2021,TN,Montgomery County,47125,Medium metro,104,1582
01/27/2021,01/01/2020,01/23/2021,TN,Obion County,47131,Micropolitan,55,411
01/27/2021,01/01/2020,01/23/2021,TN,Overton County,47133,Micropolitan,32,312
01/27/2021,01/01/2020,01/23/2021,TN,Perry County,47135,Noncore,14,89
01/27/2021,01/01/2020,01/23/2021,TN,Putnam County,47141,Micropolitan,171,1403
01/27/2021,01/01/2020,01/23/2021,TN,Rhea County,47143,Micropolitan,25,386
01/27/2021,01/01/2020,01/23/2021,TN,Roane County,47145,Medium metro,48,724
01/27/2021,01/01/2020,01/23/2021,TN,Robertson County,47147,Large fringe metro,45,723
01/27/2021,01/01/2020,01/23/2021,TN,Rutherford County,47149,Large fringe metro,397,3142
01/27/2021,01/01/2020,01/23/2021,TN,Sevier County,47155,Micropolitan,61,1077
01/27/2021,01/01/2020,01/23/2021,TN,Shelby County,47157,Large central metro,1059,12600
01/27/2021,01/01/2020,01/23/2021,TN,Stewart County,47161,Noncore,10,100
01/27/2021,01/01/2020,01/23/2021,TN,Sullivan County,47163,Medium metro,349,3683
01/27/2021,01/01/2020,01/23/2021,TN,Sumner County,47165,Large fringe metro,207,1856
01/27/2021,01/01/2020,01/23/2021,TN,Tipton County,47167,Large fringe metro,15,427
01/27/2021,01/01/2020,01/23/2021,TN,Unicoi County,47171,Small metro,16,272
01/27/2021,01/01/2020,01/23/2021,TN,Warren County,47177,Micropolitan,37,470
01/27/2021,01/01/2020,01/23/2021,TN,Washington County,47179,Small metro,287,2716
01/27/2021,01/01/2020,01/23/2021,TN,Weakley County,47183,Micropolitan,20,368
01/27/2021,01/01/2020,01/23/2021,TN,White County,47185,Noncore,18,323
01/27/2021,01/01/2020,01/23/2021,TN,Williamson County,47187,Large fringe metro,147,1428
01/27/2021,01/01/2020,01/23/2021,TN,Wilson County,47189,Large fringe metro,83,1165
01/27/2021,01/01/2020,01/23/2021,TX,Anderson County,48001,Micropolitan,63,582
01/27/2021,01/01/2020,01/23/2021,TX,Angelina County,48005,Micropolitan,136,1230
01/27/2021,01/01/2020,01/23/2021,TX,Atascosa County,48013,Large fringe metro,42,419
01/27/2021,01/01/2020,01/23/2021,TX,Bee County,48025,Micropolitan,18,234
01/27/2021,01/01/2020,01/23/2021,TX,Bell County,48027,Medium metro,243,3307
01/27/2021,01/01/2020,01/23/2021,TX,Bexar County,48029,Large central metro,2487,18703
01/27/2021,01/01/2020,01/23/2021,TX,Bowie County,48037,Small metro,229,1740
01/27/2021,01/01/2020,01/23/2021,TX,Brazoria County,48039,Large fringe metro,209,2431
01/27/2021,01/01/2020,01/23/2021,TX,Brazos County,48041,Small metro,241,1792
01/27/2021,01/01/2020,01/23/2021,TX,Brown County,48049,Micropolitan,73,592
01/27/2021,01/01/2020,01/23/2021,TX,Burnet County,48053,Noncore,36,492
01/27/2021,01/01/2020,01/23/2021,TX,Caldwell County,48055,Large fringe metro,20,304
01/27/2021,01/01/2020,01/23/2021,TX,Calhoun County,48057,Micropolitan,10,168
01/27/2021,01/01/2020,01/23/2021,TX,Cameron County,48061,Medium metro,1248,4511
01/27/2021,01/01/2020,01/23/2021,TX,Cass County,48067,Noncore,15,358
01/27/2021,01/01/2020,01/23/2021,TX,Cherokee County,48073,Micropolitan,44,476
01/27/2021,01/01/2020,01/23/2021,TX,Coleman County,48083,Noncore,10,113
01/27/2021,01/01/2020,01/23/2021,TX,Collin County,48085,Large central metro,665,7012
01/27/2021,01/01/2020,01/23/2021,TX,Colorado County,48089,Noncore,11,235
01/27/2021,01/01/2020,01/23/2021,TX,Comal County,48091,Large fringe metro,187,1606
01/27/2021,01/01/2020,01/23/2021,TX,Comanche County,48093,Noncore,20,167
01/27/2021,01/01/2020,01/23/2021,TX,Cooke County,48097,Micropolitan,18,363
01/27/2021,01/01/2020,01/23/2021,TX,Dallas County,48113,Large central metro,2024,20011
01/27/2021,01/01/2020,01/23/2021,TX,Dawson County,48115,Micropolitan,16,111
01/27/2021,01/01/2020,01/23/2021,TX,Deaf Smith County,48117,Micropolitan,23,129
01/27/2021,01/01/2020,01/23/2021,TX,Denton County,48121,Large fringe metro,428,4757
01/27/2021,01/01/2020,01/23/2021,TX,DeWitt County,48123,Noncore,36,217
01/27/2021,01/01/2020,01/23/2021,TX,Ector County,48135,Small metro,336,1776
01/27/2021,01/01/2020,01/23/2021,TX,Ellis County,48139,Large fringe metro,128,1372
01/27/2021,01/01/2020,01/23/2021,TX,El Paso County,48141,Medium metro,1843,8307
01/27/2021,01/01/2020,01/23/2021,TX,Erath County,48143,Micropolitan,10,269
01/27/2021,01/01/2020,01/23/2021,TX,Fannin County,48147,Noncore,28,340
01/27/2021,01/01/2020,01/23/2021,TX,Fayette County,48149,Noncore,12,303
01/27/2021,01/01/2020,01/23/2021,TX,Floyd County,48153,Noncore,18,71
01/27/2021,01/01/2020,01/23/2021,TX,Fort Bend County,48157,Large fringe metro,355,4018
01/27/2021,01/01/2020,01/23/2021,TX,Freestone County,48161,Noncore,14,194
01/27/2021,01/01/2020,01/23/2021,TX,Galveston County,48167,Large fringe metro,375,3055
01/27/2021,01/01/2020,01/23/2021,TX,Gillespie County,48171,Micropolitan,22,375
01/27/2021,01/01/2020,01/23/2021,TX,Gray County,48179,Micropolitan,32,239
01/27/2021,01/01/2020,01/23/2021,TX,Grayson County,48181,Small metro,258,2085
01/27/2021,01/01/2020,01/23/2021,TX,Gregg County,48183,Small metro,262,2144
01/27/2021,01/01/2020,01/23/2021,TX,Grimes County,48185,Noncore,11,212
01/27/2021,01/01/2020,01/23/2021,TX,Guadalupe County,48187,Large fringe metro,84,1092
01/27/2021,01/01/2020,01/23/2021,TX,Hale County,48189,Micropolitan,86,320
01/27/2021,01/01/2020,01/23/2021,TX,Hamilton County,48193,Noncore,16,112
01/27/2021,01/01/2020,01/23/2021,TX,Hardin County,48199,Medium metro,13,373
01/27/2021,01/01/2020,01/23/2021,TX,Harris County,48201,Large central metro,3821,35866
01/27/2021,01/01/2020,01/23/2021,TX,Harrison County,48203,Micropolitan,25,466
01/27/2021,01/01/2020,01/23/2021,TX,Hays County,48209,Large fringe metro,73,1348
01/27/2021,01/01/2020,01/23/2021,TX,Henderson County,48213,Micropolitan,38,923
01/27/2021,01/01/2020,01/23/2021,TX,Hidalgo County,48215,Medium metro,2082,7359
01/27/2021,01/01/2020,01/23/2021,TX,Hockley County,48219,Micropolitan,37,182
01/27/2021,01/01/2020,01/23/2021,TX,Hood County,48221,Large fringe metro,64,728
01/27/2021,01/01/2020,01/23/2021,TX,Hopkins County,48223,Micropolitan,81,522
01/27/2021,01/01/2020,01/23/2021,TX,Howard County,48227,Micropolitan,33,361
01/27/2021,01/01/2020,01/23/2021,TX,Hunt County,48231,Large fringe metro,92,1011
01/27/2021,01/01/2020,01/23/2021,TX,Hutchinson County,48233,Micropolitan,20,199
01/27/2021,01/01/2020,01/23/2021,TX,Jasper County,48241,Noncore,11,363
01/27/2021,01/01/2020,01/23/2021,TX,Jefferson County,48245,Medium metro,357,3587
01/27/2021,01/01/2020,01/23/2021,TX,Jim Wells County,48249,Micropolitan,34,330
01/27/2021,01/01/2020,01/23/2021,TX,Johnson County,48251,Large fringe metro,47,1132
01/27/2021,01/01/2020,01/23/2021,TX,Karnes County,48255,Noncore,13,120
01/27/2021,01/01/2020,01/23/2021,TX,Kaufman County,48257,Large fringe metro,52,871
01/27/2021,01/01/2020,01/23/2021,TX,Kendall County,48259,Large fringe metro,18,391
01/27/2021,01/01/2020,01/23/2021,TX,Kerr County,48265,Micropolitan,34,808
01/27/2021,01/01/2020,01/23/2021,TX,Kleberg County,48273,Micropolitan,47,285
01/27/2021,01/01/2020,01/23/2021,TX,Lamar County,48277,Micropolitan,128,854
01/27/2021,01/01/2020,01/23/2021,TX,Lamb County,48279,Noncore,33,156
01/27/2021,01/01/2020,01/23/2021,TX,Lavaca County,48285,Noncore,35,241
01/27/2021,01/01/2020,01/23/2021,TX,Liberty County,48291,Large fringe metro,27,557
01/27/2021,01/01/2020,01/23/2021,TX,Limestone County,48293,Noncore,22,278
01/27/2021,01/01/2020,01/23/2021,TX,Lubbock County,48303,Medium metro,1018,4794
01/27/2021,01/01/2020,01/23/2021,TX,McLennan County,48309,Medium metro,354,3022
01/27/2021,01/01/2020,01/23/2021,TX,Matagorda County,48321,Micropolitan,49,335
01/27/2021,01/01/2020,01/23/2021,TX,Maverick County,48323,Micropolitan,103,460
01/27/2021,01/01/2020,01/23/2021,TX,Medina County,48325,Large fringe metro,12,340
01/27/2021,01/01/2020,01/23/2021,TX,Midland County,48329,Small metro,230,1370
01/27/2021,01/01/2020,01/23/2021,TX,Montague County,48337,Noncore,22,250
01/27/2021,01/01/2020,01/23/2021,TX,Montgomery County,48339,Large fringe metro,529,5953
01/27/2021,01/01/2020,01/23/2021,TX,Moore County,48341,Micropolitan,27,118
01/27/2021,01/01/2020,01/23/2021,TX,Nacogdoches County,48347,Micropolitan,142,851
01/27/2021,01/01/2020,01/23/2021,TX,Navarro County,48349,Micropolitan,38,486
01/27/2021,01/01/2020,01/23/2021,TX,Nolan County,48353,Micropolitan,22,189
01/27/2021,01/01/2020,01/23/2021,TX,Nueces County,48355,Medium metro,686,4452
01/27/2021,01/01/2020,01/23/2021,TX,Ochiltree County,48357,Noncore,11,72
01/27/2021,01/01/2020,01/23/2021,TX,Orange County,48361,Medium metro,10,628
01/27/2021,01/01/2020,01/23/2021,TX,Palo Pinto County,48363,Micropolitan,36,356
01/27/2021,01/01/2020,01/23/2021,TX,Panola County,48365,Noncore,14,259
01/27/2021,01/01/2020,01/23/2021,TX,Parker County,48367,Large fringe metro,55,1005
01/27/2021,01/01/2020,01/23/2021,TX,Parmer County,48369,Noncore,23,77
01/27/2021,01/01/2020,01/23/2021,TX,Polk County,48373,Noncore,32,575
01/27/2021,01/01/2020,01/23/2021,TX,Potter County,48375,Medium metro,586,2735
01/27/2021,01/01/2020,01/23/2021,TX,Randall County,48381,Medium metro,52,752
01/27/2021,01/01/2020,01/23/2021,TX,Reeves County,48389,Micropolitan,10,115
01/27/2021,01/01/2020,01/23/2021,TX,Rockwall County,48397,Large fringe metro,110,942
01/27/2021,01/01/2020,01/23/2021,TX,Runnels County,48399,Noncore,11,125
01/27/2021,01/01/2020,01/23/2021,TX,Rusk County,48401,Small metro,17,430
01/27/2021,01/01/2020,01/23/2021,TX,San Augustine County,48405,Noncore,15,129
01/27/2021,01/01/2020,01/23/2021,TX,San Patricio County,48409,Medium metro,16,431
01/27/2021,01/01/2020,01/23/2021,TX,Scurry County,48415,Micropolitan,19,151
01/27/2021,01/01/2020,01/23/2021,TX,Smith County,48423,Small metro,611,4416
01/27/2021,01/01/2020,01/23/2021,TX,Somervell County,48425,Large fringe metro,15,110
01/27/2021,01/01/2020,01/23/2021,TX,Starr County,48427,Micropolitan,69,357
01/27/2021,01/01/2020,01/23/2021,TX,Tarrant County,48439,Large central metro,1973,18294
01/27/2021,01/01/2020,01/23/2021,TX,Taylor County,48441,Small metro,314,2061
01/27/2021,01/01/2020,01/23/2021,TX,Terry County,48445,Noncore,17,132
01/27/2021,01/01/2020,01/23/2021,TX,Titus County,48449,Micropolitan,34,377
01/27/2021,01/01/2020,01/23/2021,TX,Tom Green County,48451,Small metro,261,1594
01/27/2021,01/01/2020,01/23/2021,TX,Travis County,48453,Large central metro,704,7722
01/27/2021,01/01/2020,01/23/2021,TX,Uvalde County,48463,Micropolitan,27,269
01/27/2021,01/01/2020,01/23/2021,TX,Val Verde County,48465,Micropolitan,86,370
01/27/2021,01/01/2020,01/23/2021,TX,Van Zandt County,48467,Noncore,25,496
01/27/2021,01/01/2020,01/23/2021,TX,Victoria County,48469,Small metro,229,1301
01/27/2021,01/01/2020,01/23/2021,TX,Walker County,48471,Micropolitan,42,507
01/27/2021,01/01/2020,01/23/2021,TX,Waller County,48473,Large fringe metro,10,254
01/27/2021,01/01/2020,01/23/2021,TX,Washington County,48477,Micropolitan,43,368
01/27/2021,01/01/2020,01/23/2021,TX,Webb County,48479,Medium metro,484,2100
01/27/2021,01/01/2020,01/23/2021,TX,Wharton County,48481,Micropolitan,38,363
01/27/2021,01/01/2020,01/23/2021,TX,Wichita County,48485,Small metro,260,1942
01/27/2021,01/01/2020,01/23/2021,TX,Wilbarger County,48487,Micropolitan,28,155
01/27/2021,01/01/2020,01/23/2021,TX,Williamson County,48491,Large fringe metro,307,3934
01/27/2021,01/01/2020,01/23/2021,TX,Wilson County,48493,Large fringe metro,21,383
01/27/2021,01/01/2020,01/23/2021,TX,Wise County,48497,Large fringe metro,102,742
01/27/2021,01/01/2020,01/23/2021,TX,Wood County,48499,Noncore,22,458
01/27/2021,01/01/2020,01/23/2021,TX,Young County,48503,Noncore,17,264
01/27/2021,01/01/2020,01/23/2021,UT,Cache County,49005,Small metro,16,592
01/27/2021,01/01/2020,01/23/2021,UT,Davis County,49011,Medium metro,87,2059
01/27/2021,01/01/2020,01/23/2021,UT,Iron County,49021,Micropolitan,10,354
01/27/2021,01/01/2020,01/23/2021,UT,Salt Lake County,49035,Large central metro,763,8965
01/27/2021,01/01/2020,01/23/2021,UT,San Juan County,49037,Noncore,13,102
01/27/2021,01/01/2020,01/23/2021,UT,Utah County,49049,Medium metro,262,3277
01/27/2021,01/01/2020,01/23/2021,UT,Washington County,49053,Small metro,167,2002
01/27/2021,01/01/2020,01/23/2021,UT,Weber County,49057,Medium metro,154,2317
01/27/2021,01/01/2020,01/23/2021,VA,Accomack County,51001,Noncore,27,466
01/27/2021,01/01/2020,01/23/2021,VA,Albemarle County,51003,Small metro,55,1171
01/27/2021,01/01/2020,01/23/2021,VA,Alleghany County,51005,Noncore,21,252
01/27/2021,01/01/2020,01/23/2021,VA,Arlington County,51013,Large central metro,228,1637
01/27/2021,01/01/2020,01/23/2021,VA,Augusta County,51015,Small metro,84,1026
01/27/2021,01/01/2020,01/23/2021,VA,Buchanan County,51027,Noncore,12,221
01/27/2021,01/01/2020,01/23/2021,VA,Carroll County,51035,Noncore,13,274
01/27/2021,01/01/2020,01/23/2021,VA,Chesterfield County,51041,Large fringe metro,172,2793
01/27/2021,01/01/2020,01/23/2021,VA,Culpeper County,51047,Large fringe metro,37,432
01/27/2021,01/01/2020,01/23/2021,VA,Fairfax County,51059,Large fringe metro,667,6187
01/27/2021,01/01/2020,01/23/2021,VA,Fauquier County,51061,Large fringe metro,29,526
01/27/2021,01/01/2020,01/23/2021,VA,Floyd County,51063,Small metro,14,150
01/27/2021,01/01/2020,01/23/2021,VA,Franklin County,51067,Medium metro,23,544
01/27/2021,01/01/2020,01/23/2021,VA,Frederick County,51069,Small metro,13,470
01/27/2021,01/01/2020,01/23/2021,VA,Gloucester County,51073,Large fringe metro,23,546
01/27/2021,01/01/2020,01/23/2021,VA,Grayson County,51077,Noncore,12,143
01/27/2021,01/01/2020,01/23/2021,VA,Halifax County,51083,Noncore,69,522
01/27/2021,01/01/2020,01/23/2021,VA,Hanover County,51085,Large fringe metro,158,1585
01/27/2021,01/01/2020,01/23/2021,VA,Henrico County,51087,Large fringe metro,350,3975
01/27/2021,01/01/2020,01/23/2021,VA,Henry County,51089,Micropolitan,10,398
01/27/2021,01/01/2020,01/23/2021,VA,James City County,51095,Large fringe metro,20,822
01/27/2021,01/01/2020,01/23/2021,VA,Lee County,51105,Noncore,13,199
01/27/2021,01/01/2020,01/23/2021,VA,Loudoun County,51107,Large fringe metro,183,2061
01/27/2021,01/01/2020,01/23/2021,VA,Mecklenburg County,51117,Noncore,43,519
01/27/2021,01/01/2020,01/23/2021,VA,Middlesex County,51119,Noncore,14,165
01/27/2021,01/01/2020,01/23/2021,VA,Montgomery County,51121,Small metro,64,849
01/27/2021,01/01/2020,01/23/2021,VA,Northampton County,51131,Noncore,15,146
01/27/2021,01/01/2020,01/23/2021,VA,Nottoway County,51135,Noncore,10,190
01/27/2021,01/01/2020,01/23/2021,VA,Page County,51139,Noncore,36,285
01/27/2021,01/01/2020,01/23/2021,VA,Patrick County,51141,Noncore,16,191
01/27/2021,01/01/2020,01/23/2021,VA,Pittsylvania County,51143,Micropolitan,11,432
01/27/2021,01/01/2020,01/23/2021,VA,Prince Edward County,51147,Noncore,15,278
01/27/2021,01/01/2020,01/23/2021,VA,Prince William County,51153,Large fringe metro,199,1998
01/27/2021,01/01/2020,01/23/2021,VA,Pulaski County,51155,Small metro,32,421
01/27/2021,01/01/2020,01/23/2021,VA,Roanoke County,51161,Medium metro,36,722
01/27/2021,01/01/2020,01/23/2021,VA,Rockingham County,51165,Small metro,88,946
01/27/2021,01/01/2020,01/23/2021,VA,Shenandoah County,51171,Noncore,57,508
01/27/2021,01/01/2020,01/23/2021,VA,Smyth County,51173,Noncore,33,384
01/27/2021,01/01/2020,01/23/2021,VA,Southampton County,51175,Noncore,14,135
01/27/2021,01/01/2020,01/23/2021,VA,Spotsylvania County,51177,Large fringe metro,35,847
01/27/2021,01/01/2020,01/23/2021,VA,Tazewell County,51185,Micropolitan,21,585
01/27/2021,01/01/2020,01/23/2021,VA,Warren County,51187,Large fringe metro,17,350
01/27/2021,01/01/2020,01/23/2021,VA,Washington County,51191,Medium metro,61,750
01/27/2021,01/01/2020,01/23/2021,VA,Wise County,51195,Micropolitan,48,377
01/27/2021,01/01/2020,01/23/2021,VA,Wythe County,51197,Noncore,33,416
01/27/2021,01/01/2020,01/23/2021,VA,York County,51199,Large fringe metro,28,560
01/27/2021,01/01/2020,01/23/2021,VA,Alexandria city,51510,Large central metro,143,1006
01/27/2021,01/01/2020,01/23/2021,VA,Bristol city,51520,Medium metro,10,225
01/27/2021,01/01/2020,01/23/2021,VA,Charlottesville city,51540,Small metro,98,1215
01/27/2021,01/01/2020,01/23/2021,VA,Chesapeake city,51550,Large fringe metro,111,1978
01/27/2021,01/01/2020,01/23/2021,VA,Colonial Heights city,51570,Large fringe metro,17,236
01/27/2021,01/01/2020,01/23/2021,VA,Danville city,51590,Micropolitan,87,896
01/27/2021,01/01/2020,01/23/2021,VA,Emporia city,51595,Noncore,17,117
01/27/2021,01/01/2020,01/23/2021,VA,Fairfax city,51600,Large fringe metro,18,255
01/27/2021,01/01/2020,01/23/2021,VA,Franklin city,51620,Noncore,33,173
01/27/2021,01/01/2020,01/23/2021,VA,Fredericksburg city,51630,Large fringe metro,82,971
01/27/2021,01/01/2020,01/23/2021,VA,Galax city,51640,Noncore,45,200
01/27/2021,01/01/2020,01/23/2021,VA,Hampton city,51650,Large fringe metro,65,1329
01/27/2021,01/01/2020,01/23/2021,VA,Harrisonburg city,51660,Small metro,23,285
01/27/2021,01/01/2020,01/23/2021,VA,Hopewell city,51670,Large fringe metro,29,374
01/27/2021,01/01/2020,01/23/2021,VA,Lynchburg city,51680,Medium metro,222,1821
01/27/2021,01/01/2020,01/23/2021,VA,Manassas city,51683,Large fringe metro,129,575
01/27/2021,01/01/2020,01/23/2021,VA,Martinsville city,51690,Micropolitan,78,502
01/27/2021,01/01/2020,01/23/2021,VA,Newport News city,51700,Large fringe metro,122,2253
01/27/2021,01/01/2020,01/23/2021,VA,Norfolk city,51710,Large central metro,169,3068
01/27/2021,01/01/2020,01/23/2021,VA,Petersburg city,51730,Large fringe metro,93,896
01/27/2021,01/01/2020,01/23/2021,VA,Portsmouth city,51740,Large fringe metro,88,1201
01/27/2021,01/01/2020,01/23/2021,VA,Richmond city,51760,Large central metro,199,3531
01/27/2021,01/01/2020,01/23/2021,VA,Roanoke city,51770,Medium metro,224,2684
01/27/2021,01/01/2020,01/23/2021,VA,Salem city,51775,Medium metro,106,1024
01/27/2021,01/01/2020,01/23/2021,VA,Staunton city,51790,Small metro,14,284
01/27/2021,01/01/2020,01/23/2021,VA,Suffolk city,51800,Large fringe metro,122,1045
01/27/2021,01/01/2020,01/23/2021,VA,Virginia Beach city,51810,Large central metro,151,3517
01/27/2021,01/01/2020,01/23/2021,VA,Winchester city,51840,Small metro,119,1230
01/27/2021,01/01/2020,01/23/2021,VT,Chittenden County,50007,Small metro,70,1714
01/27/2021,01/01/2020,01/23/2021,VT,Franklin County,50011,Small metro,19,380
01/27/2021,01/01/2020,01/23/2021,WA,Asotin County,53003,Small metro,20,241
01/27/2021,01/01/2020,01/23/2021,WA,Benton County,53005,Medium metro,221,2130
01/27/2021,01/01/2020,01/23/2021,WA,Chelan County,53007,Small metro,73,1000
01/27/2021,01/01/2020,01/23/2021,WA,Clark County,53011,Large fringe metro,146,4315
01/27/2021,01/01/2020,01/23/2021,WA,Franklin County,53021,Medium metro,67,369
01/27/2021,01/01/2020,01/23/2021,WA,Grant County,53025,Micropolitan,47,629
01/27/2021,01/01/2020,01/23/2021,WA,Grays Harbor County,53027,Micropolitan,19,764
01/27/2021,01/01/2020,01/23/2021,WA,Island County,53029,Micropolitan,27,611
01/27/2021,01/01/2020,01/23/2021,WA,King County,53033,Large central metro,1092,15663
01/27/2021,01/01/2020,01/23/2021,WA,Kitsap County,53035,Medium metro,34,2196
01/27/2021,01/01/2020,01/23/2021,WA,Kittitas County,53037,Micropolitan,24,315
01/27/2021,01/01/2020,01/23/2021,WA,Lewis County,53041,Micropolitan,21,848
01/27/2021,01/01/2020,01/23/2021,WA,Mason County,53045,Micropolitan,12,545
01/27/2021,01/01/2020,01/23/2021,WA,Okanogan County,53047,Noncore,23,360
01/27/2021,01/01/2020,01/23/2021,WA,Pierce County,53053,Large fringe metro,363,8029
01/27/2021,01/01/2020,01/23/2021,WA,Skagit County,53057,Small metro,43,1372
01/27/2021,01/01/2020,01/23/2021,WA,Snohomish County,53061,Large fringe metro,333,5953
01/27/2021,01/01/2020,01/23/2021,WA,Spokane County,53063,Medium metro,418,6079
01/27/2021,01/01/2020,01/23/2021,WA,Thurston County,53067,Medium metro,65,2665
01/27/2021,01/01/2020,01/23/2021,WA,Walla Walla County,53071,Small metro,48,701
